1;-70;3150;1.18;46.2119366;6.1332703
1;-70;4185;1.18;46.2119065;6.1333263
1;-83;5276;4.32;46.2119065;6.1333263
1;-63;6314;0.47;46.2119065;6.1333263
1;-63;7376;0.47;46.2119022;6.133327
1;-69;8409;1.13;46.2119022;6.133327
1;-67;9496;0.85;46.2119022;6.133327
1;-80;10560;3.12;46.211906;6.1333404
1;-65;11558;0.63;46.211906;6.1333404
1;-60;12596;0.28;46.211906;6.1333404
1;-66;13677;0.74;46.2119646;6.1331398
1;-63;14726;0.47;46.2119646;6.1331398
1;-60;15762;0.28;46.2119646;6.1331398
1;-63;16803;0.47;46.2119431;6.1332255
1;-67;17882;0.85;46.2119431;6.1332255
1;-75;18960;2.0;46.2119431;6.1332255
1;-66;20095;0.74;46.2119526;6.1331882
1;-77;21137;2.4;46.2119526;6.1331882
1;-65;22196;0.63;46.2119526;6.1331882
1;-67;23230;0.85;46.2119119;6.1333559
1;-61;24282;0.33;46.2119119;6.1333559
1;-66;25315;0.74;46.2119119;6.1333559
1;-67;26360;0.85;46.2120038;6.133064
1;-66;27498;0.74;46.2120038;6.133064
1;-62;28534;0.4;46.2120038;6.133064
1;-57;29561;0.17;46.2120038;6.133064
1;-58;30629;0.2;46.2120038;6.133064
1;-60;31712;0.28;46.2120038;6.133064
1;-70;32793;1.18;46.212012;6.1330281
1;-66;33878;0.74;46.212012;6.1330281
1;-61;34915;0.33;46.212012;6.1330281
1;-62;36026;0.4;46.2120479;6.1329133
1;-61;37061;0.33;46.2120479;6.1329133
1;-66;38142;0.74;46.2120479;6.1329133
1;-66;39175;0.74;46.2120479;6.1329133
1;-64;40200;0.54;46.2123496;6.132407
1;-63;41237;0.47;46.2123496;6.132407
1;-65;42303;0.63;46.2123496;6.132407
1;-66;43331;0.74;46.212459;6.1322453
1;-67;44430;0.85;46.212459;6.1322453
1;-62;45466;0.4;46.212459;6.1322453
1;-60;46483;0.28;46.2125713;6.1321004
1;-70;47505;1.18;46.2125713;6.1321004
1;-91;48572;8.32;46.2125713;6.1321004
1;-68;49598;0.97;46.2125713;6.1321004
1;-70;50666;1.18;46.2127971;6.1315188
1;-67;51683;0.85;46.2127971;6.1315188
1;-75;52772;2.0;46.2127971;6.1315188
1;-70;53870;1.18;46.2128672;6.1312813
1;-66;54937;0.74;46.2128672;6.1312813
1;-62;55958;0.4;46.2128672;6.1312813
1;-65;57045;0.63;46.2128672;6.1312813
1;-66;58064;0.74;46.212927;6.1311083
1;-68;59104;0.97;46.212927;6.1311083
1;-68;60120;0.97;46.212927;6.1311083
1;-59;61148;0.25;46.2131021;6.1308734
1;-64;62205;0.54;46.2131021;6.1308734
1;-61;63244;0.33;46.2131021;6.1308734
1;-68;64312;0.97;46.2132709;6.1304805
1;-60;65330;0.28;46.2132709;6.1304805
1;-62;66364;0.4;46.2132709;6.1304805
1;-64;67423;0.54;46.2132709;6.1304805
1;-60;68468;0.28;46.2133018;6.1303646
1;-66;69516;0.74;46.2133018;6.1303646
1;-63;70561;0.47;46.2133018;6.1303646
1;-57;71623;0.17;46.2133018;6.1303646
1;-56;72633;0.14;46.2133203;6.1303153
1;-67;73691;0.85;46.2133203;6.1303153
1;-62;74734;0.4;46.2133203;6.1303153
1;-64;75754;0.54;46.2133138;6.1303459
1;-67;76789;0.85;46.2133138;6.1303459
1;-66;77868;0.74;46.2133138;6.1303459
1;-61;78899;0.33;46.213303;6.1303621
1;-63;79945;0.47;46.213303;6.1303621
1;-72;80980;1.52;46.213303;6.1303621
1;-65;82061;0.63;46.2132757;6.1304653
1;-70;83112;1.18;46.2132757;6.1304653
1;-73;84173;1.67;46.2132757;6.1304653
1;-66;85198;0.74;46.2132994;6.1303933
1;-73;86242;1.67;46.2132994;6.1303933
1;-58;87266;0.2;46.2132994;6.1303933
1;-59;88305;0.25;46.2132994;6.1303933
1;-70;89353;1.18;46.2133081;6.130366
1;-73;90461;1.67;46.2133081;6.130366
1;-73;91498;1.67;46.2133081;6.130366
1;-61;92531;0.33;46.213307;6.1303655
1;-56;93574;0.14;46.213307;6.1303655
1;-61;94625;0.33;46.213307;6.1303655
1;-73;95670;1.67;46.213307;6.1303655
1;-71;96719;1.31;46.2132964;6.1303579
1;-70;97739;1.18;46.2132964;6.1303579
1;-65;98814;0.63;46.2132964;6.1303579
1;-71;99853;1.31;46.2132983;6.1303542
1;-76;100910;2.22;46.2132983;6.1303542
1;-54;101956;0.1;46.2132983;6.1303542
1;-53;102989;0.08;46.2132983;6.1303542
1;-57;104074;0.17;46.2133031;6.1303506
1;-56;105114;0.14;46.2133031;6.1303506
1;-56;106194;0.14;46.2133031;6.1303506
1;-59;107247;0.25;46.2133031;6.1303506
1;-56;108239;0.14;46.2132762;6.1304107
1;-54;109302;0.1;46.2132762;6.1304107
1;-57;110359;0.17;46.2132762;6.1304107
1;-57;111435;0.17;46.213272;6.1304263
1;-56;112498;0.14;46.213272;6.1304263
1;-58;113567;0.2;46.213272;6.1304263
1;-54;114621;0.1;46.2132935;6.130426
1;-58;115652;0.2;46.2132935;6.130426
1;-55;116714;0.12;46.2132935;6.130426
1;-55;117769;0.12;46.2132947;6.1304359
1;-55;118801;0.12;46.2132947;6.1304359
1;-56;119864;0.14;46.2132947;6.1304359
1;-56;120932;0.14;46.2133178;6.1303989
1;-54;121987;0.1;46.2133178;6.1303989
1;-57;123053;0.17;46.2133178;6.1303989
1;-56;124088;0.14;46.2133178;6.1303989
1;-56;125132;0.14;46.2132931;6.1304125
1;-58;126167;0.2;46.2132931;6.1304125
